,"GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,1)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,2)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)","GNAR(p,s)"
,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-04-01,2.973326000616806,2.943696562333475,2.9153061792729034,2.888074057196668,2.8619317286722383,2.836820009559009,2.8126868016362234,2.7894854993010054,2.767173828219612,2.7457129934624134,2.725067049901043,2.7052024326820097,2.914224264846151,2.831761812106036,2.7564631201408822,2.6878325617450702,2.625364315673007,2.568566353783805,2.5169726269450328,2.4701484252693606,2.4276918843471176,2.389233396955647,2.3544339594904757,2.3229830448263318,2.973326000616806,2.943696562333475,2.9153061792729034,2.888074057196668,2.8619317286722383,2.836820009559009,2.8126868016362234,2.7894854993010054,2.767173828219612,2.7457129934624134,2.725067049901043,2.7052024326820097
2012-05-01,2.6560570192342596,2.6364965361775665,2.6179133218387207,2.600246305595504,2.583438416699251,2.567436640869496,2.552191918249679,2.53765894815148,2.523795944038075,2.5105643671335107,2.497928656775374,2.485855968673974,2.5807009374547016,2.4968537041235317,2.4236141769224253,2.3596806359734575,2.303923988811552,2.2553627112689347,2.2131415528591467,2.1765135027837172,2.144824539035435,2.1175007312809955,2.0940373233496383,2.0739894754685073,2.6560570192342596,2.6364965361775665,2.6179133218387207,2.600246305595504,2.583438416699251,2.567436640869496,2.552191918249679,2.53765894815148,2.523795944038075,2.5105643671335107,2.497928656775374,2.485855968673974
2012-06-01,2.3338587684880583,2.3123731078879683,2.293268301827661,2.276310615506763,2.2612893437131234,2.248014275276758,2.2363134986921795,2.2260314924184392,2.217027454079821,2.20917383134594,2.202355024108053,2.1964662330406264,2.171497699137887,2.0290782221433723,1.9224268204807955,1.8446710562256041,1.7901343626798447,1.7541393560770029,1.7328416478725015,1.723089992427652,1.722308934889996,1.7284005497200017,1.7396623016109203,1.7547184784108043,2.3338587684880583,2.3123731078879683,2.293268301827661,2.276310615506763,2.2612893437131234,2.248014275276758,2.2363134986921795,2.2260314924184392,2.217027454079821,2.20917383134594,2.202355024108053,2.1964662330406264
2012-07-01,2.433868369810302,2.405647459124925,2.3802166718826476,2.357317837300043,2.336717960081732,2.3182063353236644,2.3015920747446237,2.2867019747894752,2.2733786696105853,2.2614790223074923,2.2508727163284132,2.2414410158833498,2.2827083240220114,2.1430411593648118,2.037811564591415,1.9602185317870402,1.9047179742016023,1.8667898316023974,1.8427515685201563,1.8296072325064132,1.8249243863700564,1.826733265313476,1.8334438775035926,1.843777720515535,2.433868369810302,2.405647459124925,2.3802166718826476,2.357317837300043,2.336717960081732,2.3182063353236644,2.3015920747446237,2.2867019747894752,2.2733786696105853,2.2614790223074923,2.2508727163284132,2.2414410158833498
2012-08-01,2.426650205700277,2.403842856079065,2.383340453786218,2.364910045931234,2.3483447180817807,2.3334601518262468,2.320091719779207,2.308092024959041,2.297328807968417,2.287683159196515,2.279047984652517,2.2713266833805505,2.3256348161712443,2.2282667122997974,2.1542096230749483,2.098839530688521,2.0584041109178948,2.029855378324986,2.010717592019634,1.9989815677864982,1.9930192912453726,1.9915144654243657,1.9934057630537436,1.997840324962855,2.426650205700277,2.403842856079065,2.383340453786218,2.364910045931234,2.3483447180817807,2.3334601518262468,2.320091719779207,2.308092024959041,2.297328807968417,2.287683159196515,2.279047984652517,2.2713266833805505
2012-09-01,2.2191430591994585,2.2146164825622026,2.2108756566004395,2.2078167333223098,2.2053501631725205,2.203398450408508,2.2018943073540305,2.2007791311872036,2.200001741893665,2.1995173321119896,2.1992865893236813,2.1992749586345184,2.1297430329390563,2.059730162870769,2.009424542126416,1.9746900006550987,1.9521838636934044,1.939208934580602,1.9335934325777435,1.9335932626877235,1.9378122872073282,1.945137200186396,1.9546842986138622,1.9657559731006697,2.2191430591994585,2.2146164825622026,2.2108756566004395,2.2078167333223098,2.2053501631725205,2.203398450408508,2.2018943073540305,2.2007791311872036,2.200001741893665,2.1995173321119896,2.1992865893236813,2.1992749586345184
2012-10-01,2.619693497718554,2.5939974789697966,2.5686826464595347,2.543952943236842,2.519960465108675,2.496815509984541,2.4745948035996914,2.453348225922056,2.433104305239645,2.4138746997456795,2.3956578475864108,2.3784419343351093,2.5156000288150047,2.4138666959332604,2.3347177942334127,2.273652003742149,2.227036152480706,2.1919362195631904,2.1659831560113276,2.1472654346137827,2.1342424846356858,2.125674663628713,2.1205664518013623,2.118120292429095,2.619693497718554,2.5939974789697966,2.5686826464595347,2.543952943236842,2.519960465108675,2.496815509984541,2.4745948035996914,2.453348225922056,2.433104305239645,2.4138746997456795,2.3956578475864108,2.3784419343351093
2012-11-01,2.712469711375114,2.679483167325807,2.6491836786655982,2.6213286816017805,2.595700576903358,2.57210371111578,2.5503617896213018,2.53031565059256,2.5118213416112667,2.4947484510895244,2.478978655062447,2.464404446776389,2.5414665272588035,2.3819911312017332,2.260371781226168,2.168863840641154,2.101230498465353,2.0524521502398394,2.0184930063673465,1.9961129191492537,1.982715264842688,1.9762237615843448,1.9749826161643746,1.977675538547174,2.712469711375114,2.679483167325807,2.6491836786655982,2.6213286816017805,2.595700576903358,2.57210371111578,2.5503617896213018,2.53031565059256,2.5118213416112667,2.4947484510895244,2.478978655062447,2.464404446776389
2012-12-01,2.5900044871536765,2.5551062447008,2.5237416286432603,2.495571280900783,2.470288211115633,2.447614547203128,2.4272986616452026,2.4091126181185616,2.3928498938634,2.3783233413486142,2.365363359053127,2.353816246080768,2.4447575146877027,2.302886325054713,2.1948644082010484,2.1138775572294652,2.05438234240952,2.011887106842399,1.9827645652221697,1.9640942394574434,1.9535314842167653,1.9491994441877734,1.9496003955420897,1.953543264168193,2.5900044871536765,2.5551062447008,2.5237416286432603,2.495571280900783,2.470288211115633,2.447614547203128,2.4272986616452026,2.4091126181185616,2.3928498938634,2.3783233413486142,2.365363359053127,2.353816246080768
2013-01-01,2.6367049006048884,2.6269946004664306,2.614697415890858,2.6006713360509957,2.585569887916593,2.569888266751108,2.553999043735686,2.538179853336229,2.5226348892564023,2.5075116091177767,2.4929137244627624,2.4789113066012574,2.436926666203498,2.2800732759562794,2.161994559465282,2.0745465525754074,2.011204807695536,1.9667502601851186,1.9370151103138347,1.9186774260875663,1.9090952437372817,1.9061726565989567,1.9082517910173573,1.914025718898153,2.6367049006048884,2.6269946004664306,2.614697415890858,2.6006713360509957,2.585569887916593,2.569888266751108,2.553999043735686,2.538179853336229,2.5226348892564023,2.5075116091177767,2.4929137244627624,2.4789113066012574
